composition_Fe,composition_Ag,temperature_K,strain_rate,lattice_parameter_a,lattice_parameter_c,volume,youngs_modulus,yield_strength,ultimate_strength,max_strain
0.25,0.75,400,0.0002665116749055352,5.78860027236,4.648945332,134.9062876954841,1.117021787829027,0.15767065796807692,0.1909305634773968,5.101231676924374e-05
0.25,0.75,800,1.6651579737793413e-05,5.8348166418,4.68606266,138.16344339196496,0.973003768799466,0.12004696073093232,0.15955167585158486,8.518505053546908e-05
0.25,0.75,200,8.891936446296248e-06,5.76549208764,4.630386668,133.2970846263629,1.1724558978557593,0.15766674768333935,0.1791899249466692,0.0002198446820988356
0.25,0.75,50,1.7070379153059038e-05,5.7481609491,4.6164676700000005,132.09861654886237,1.2950314229095643,0.16691075756478915,0.19124713492043324,0.00010009236372111684
0.25,0.75,700,0.007799059237255671,5.82326254944,4.676783328,137.34429468105571,1.1380654810248443,0.18281761304078048,0.19189212824585933,0.0002089622607083297
0.25,0.75,700,0.0003805515087673984,5.82326254944,4.676783328,137.34429468105571,1.1179178292646084,0.15869832294207598,0.16344538633220118,0.00014983867597695048
0.25,0.75,200,1.251018885016443e-06,5.76549208764,4.630386668,133.2970846263629,1.1787480542116215,0.1270238432798415,0.1733966661284459,0.00024078571540051748
0.25,0.75,250,0.0034196061468270435,5.77126913382,4.635026334,133.6981788952508,1.400924252098428,0.21618739017152266,0.2056637869478335,0.000160552993367098
0.25,0.75,750,0.007152863022216527,5.829039595619999,4.681422993999999,137.75346311557732,1.196320108770087,0.16181139524096705,0.18087516404068174,0.0002202273343033714
0.25,0.75,800,8.732116014759535e-05,5.8348166418,4.68606266,138.16344339196496,0.9911528448749254,0.1303427615828304,0.16557518588691406,0.00023600336696216637
0.25,0.75,700,2.44740574457968e-06,5.82326254944,4.676783328,137.34429468105571,0.9904752309134932,0.12195546475643043,0.13400910790432521,0.00015366593047274737
0.25,0.75,100,1.9507564742959565e-05,5.75393799528,4.621107336,132.49730425776914,1.3402075854150275,0.15531160166831073,0.1916639056233649,0.00016056399538158156
0.25,0.75,500,0.0017276056747028215,5.80015436472,4.6582246640000005,135.715723269619,1.2749455951906477,0.18670610306376823,0.204302266246626,0.00015226847977218755
0.25,0.75,450,0.0003247713120247838,5.79437731854,4.6535849979999995,135.31060197541996,1.136768941127361,0.1550858151537967,0.1813573466741333,6.015370620787939e-05
0.25,0.75,150,2.2489542843914487e-05,5.75971504146,4.625747002,132.89679334873583,1.2276937615048102,0.15255762174876653,0.18610018432873404,5.718845475934842e-05
0.25,0.75,450,4.1702920189499705e-06,5.79437731854,4.6535849979999995,135.31060197541996,1.1686695242651064,0.138007913515286,0.16668502593439175,0.00010005027210317282
0.25,0.75,500,0.0019516513783265589,5.80015436472,4.6582246640000005,135.715723269619,1.190465117393737,0.1667436242516837,0.19305522699179006,0.00020399871061972216
0.25,0.75,600,0.007261181986115988,5.81170845708,4.667503996,136.52839011920832,1.1950569485454916,0.18950387650859926,0.18445343457993815,0.00013227078101133572
0.25,0.75,150,0.0003545843846227978,5.75971504146,4.625747002,132.89679334873583,1.3782756021587237,0.20294249376481205,0.20290024031163445,0.00011459129458824921
0.25,0.75,50,3.938071579919975e-05,5.7481609491,4.6164676700000005,132.09861654886237,1.296617082968228,0.18149422997976308,0.18526438402300116,8.686673486627401e-05
0.25,0.75,700,0.0022076004913185164,5.82326254944,4.676783328,137.34429468105571,1.1642769707464684,0.1604337996745997,0.17134007966494433,8.128740853421721e-05
0.25,0.75,100,9.1022641906814e-06,5.75393799528,4.621107336,132.49730425776914,1.1665369956209524,0.14973429143585193,0.19279175904778517,0.00017765411876867007
0.25,0.75,650,0.0008945150807271521,5.8174855032599995,4.672143662,136.9359372837995,1.140511732318065,0.16278291864911298,0.17636299993168525,9.954619790023149e-05
0.25,0.75,800,4.311077106490805e-06,5.8348166418,4.68606266,138.16344339196496,0.8880124881090894,0.10881830821118255,0.13127846501388346,6.883139765371203e-05
0.25,0.75,700,0.0026414496454242225,5.82326254944,4.676783328,137.34429468105571,1.1699203783450816,0.16343823329494694,0.1701094007850023,0.00014832317502336647
0.25,0.75,350,2.4278244700260956e-05,5.78282322618,4.644305665999999,134.5027796252109,1.164706957256512,0.15512579270917193,0.16116838892410948,0.00023982914631827718
0.25,0.75,200,1.5178052094448863e-06,5.76549208764,4.630386668,133.2970846263629,1.1340625267233402,0.13842484667135901,0.16334644976264495,0.00022129796823766446
0.25,0.75,250,0.0005443209847025565,5.77126913382,4.635026334,133.6981788952508,1.3216240885828532,0.1984288598585101,0.21353740468820784,0.00022343978671100076
0.25,0.75,800,0.005766615111348426,5.8348166418,4.68606266,138.16344339196496,1.117427630193986,0.15884030083389028,0.18401137299490575,0.00014165057809830333
0.25,0.75,150,0.0019167165948710079,5.75971504146,4.625747002,132.89679334873583,1.4053523545877766,0.21460832120601803,0.21891761922770422,9.133687197534907e-05
0.25,0.75,650,1.8942844905792813e-06,5.8174855032599995,4.672143662,136.9359372837995,0.9233605888264016,0.10508738338947723,0.1338553909367913,0.00018660135468327138
0.25,0.75,50,0.0004196532023349435,5.7481609491,4.6164676700000005,132.09861654886237,1.3539933881030721,0.203046328519093,0.20401104683109908,0.00010213890564718063
0.25,0.75,350,2.969335773129636e-06,5.78282322618,4.644305665999999,134.5027796252109,1.1513226335901303,0.13634016883514047,0.1700786937095952,0.00019701420876077716
0.25,0.75,250,0.007418604285666672,5.77126913382,4.635026334,133.6981788952508,1.3790671551415878,0.20589364138243182,0.2188274581337374,0.00016518491505161694
0.25,0.75,150,4.4716799012313056e-05,5.75971504146,4.625747002,132.89679334873583,1.2459045421834143,0.1769896416410657,0.18362756205487757,0.00023615146512071295
0.25,0.75,250,9.003003918352866e-06,5.77126913382,4.635026334,133.6981788952508,1.2202245513023937,0.15459236911631904,0.1653067979552872,0.00012554577723525897
0.25,0.75,50,0.00010495653625093635,5.7481609491,4.6164676700000005,132.09861654886237,1.4089719628355728,0.17875359429252144,0.21238843896734066,0.00012784033574683262
0.25,0.75,600,0.006825995341196191,5.81170845708,4.667503996,136.52839011920832,1.268558935580406,0.1750383913206325,0.20772229783028795,0.00018535398088486067
0.25,0.75,200,0.00019667608399443078,5.76549208764,4.630386668,133.2970846263629,1.3189960939549568,0.17821233664075736,0.1890848627286591,0.0001157329090739832
0.25,0.75,550,7.094333166436386e-06,5.8059314108999995,4.66286433,136.12165238268156,1.1334135244626413,0.1353257908741584,0.1461775452920001,0.00023618582113745851
0.25,0.75,500,1.6991629902581913e-06,5.80015436472,4.6582246640000005,135.715723269619,1.050941123593614,0.11980733923432216,0.15896769090451837,0.00012018300251041576
0.25,0.75,100,0.007492172635756204,5.75393799528,4.621107336,132.49730425776914,1.4827643900633913,0.2327044874983488,0.2393912484030991,0.000217696152752797
0.25,0.75,700,0.0006366144994552206,5.82326254944,4.676783328,137.34429468105571,1.0251016470980296,0.16163624702983218,0.17947112173886248,6.626975612837996e-05
0.25,0.75,250,8.56864774972768e-06,5.77126913382,4.635026334,133.6981788952508,1.2001629160482044,0.15706355794036697,0.18268963363825372,9.733703873641576e-05
0.25,0.75,350,0.008790311296857804,5.78282322618,4.644305665999999,134.5027796252109,1.3796932710336032,0.19772412327983932,0.197063856393308,0.00020542938318548736
0.25,0.75,300,0.0006612070221028295,5.77704618,4.639666,134.10007696,1.2289713382849012,0.1783505576186583,0.19560066330488854,0.00010073643477462775
0.25,0.75,100,7.492772870670274e-05,5.75393799528,4.621107336,132.49730425776914,1.2150045918018695,0.1667124481133031,0.18274582057482547,0.0001798420604232127
0.25,0.75,50,0.0005298558192035471,5.7481609491,4.6164676700000005,132.09861654886237,1.3278445898126976,0.1963581895652435,0.21021276747770135,6.657826433867085e-05
0.25,0.75,50,7.841214856323649e-06,5.7481609491,4.6164676700000005,132.09861654886237,1.3573383843554667,0.1468034520840075,0.19544052319446875,5.863198239011522e-05
0.25,0.75,250,1.4914308878983906e-06,5.77126913382,4.635026334,133.6981788952508,1.2145030776820096,0.14184125210771875,0.15441824372059013,0.00018908222462132952
0.25,0.75,450,0.00012370617442380744,5.79437731854,4.6535849979999995,135.31060197541996,1.1950489304790104,0.16359350355195804,0.17716385907553833,0.0001755116160168127
0.25,0.75,300,3.441971940089914e-05,5.77704618,4.639666,134.10007696,1.2470944080581916,0.16809577049863128,0.19173602510525448,6.157277955154148e-05
0.25,0.75,300,6.647020392311614e-05,5.77704618,4.639666,134.10007696,1.2425239829777845,0.15752929479714972,0.17374257001952703,0.00014273968098799642
0.25,0.75,500,8.271399224136687e-06,5.80015436472,4.6582246640000005,135.715723269619,1.0414704431659776,0.1306182271000605,0.15315338878303436,0.0001406481693657662
0.25,0.75,750,0.0001394393871621591,5.829039595619999,4.681422993999999,137.75346311557732,1.0119470768282979,0.1462195472954365,0.1671083402706612,8.252338786897826e-05
0.25,0.75,700,2.017444139063444e-06,5.82326254944,4.676783328,137.34429468105571,1.0363804567311723,0.11018727719064376,0.14293441812782567,0.00023383531036711192
0.25,0.75,500,0.00538163121130498,5.80015436472,4.6582246640000005,135.715723269619,1.3156965296284977,0.1719477585329916,0.18347179318575396,0.00012529267337560993
0.25,0.75,50,8.346037418037722e-05,5.7481609491,4.6164676700000005,132.09861654886237,1.4358266704411389,0.17827354571542584,0.2060729004467286,0.00012859788979577183
0.25,0.75,550,0.0023360153518074997,5.8059314108999995,4.66286433,136.12165238268156,1.2640864426525165,0.1740010724053944,0.18777800104772976,0.00010468141438614126
0.25,0.75,800,2.0018717060719177e-06,5.8348166418,4.68606266,138.16344339196496,0.9570523323896387,0.10688912058358768,0.14169734376731186,0.00023263315045152856
0.25,0.75,350,0.0011911039386071282,5.78282322618,4.644305665999999,134.5027796252109,1.364112518313763,0.19501180591363382,0.19042308211914924,0.0001401088270620187
0.25,0.75,700,1.0133740013639336e-05,5.82326254944,4.676783328,137.34429468105571,0.9689842803816143,0.11768579248175076,0.15934894534427194,0.00020139982643444575
